Protein.ID	Protein.Name	Gene.Name	Ratio.M.L.TotProt.R1	Normalised.Ratio.M.L.TotProt.R1	Normalised.Ratio.M.L.TotProt.R1..LOG2	Score_R1	Ratio.M.L.TotProt.R2	Normalised.Ratio.M.L.TotProt.R2	Normalised.Ratio.M.L.TotProt.R2.LOG2	Score_R2	Ratio.M.L.TotProt.R3	Normalised.Ratio.M.L.TotProt.R3	Normalised.Ratio.M.L.TotProt.R3.LOG2	Score_R3	EM	HE	HM
A8K6K3	Mitogen-activated protein kinase kinase kinase 7 interacting protein 1, isoform CRA_f	MAP3K7IP1	0.77331	0.653575050709939	-0.613575183166388	38.012	0.63438	0.596923076923077	-0.744383065728689	65.136	0.58957	0.612406643745261	-0.707438160765617	50.096	NO	NO	NO
A8K761	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10, 22kDa, isoform CRA_b	NDUFB10	1.1107	0.938725490196078	-0.0912247600465385	38.193	1.0482	0.986309103740297	-0.0198882448886211	31.841	0.96001	0.997195417103801	-0.00405184235960603	27.895	NO	NO	NO
A8K8N7	Phosphoribosylformylglycinamidine synthase (FGAR amidotransferase), isoform CRA_b	PFAS	0.70885	0.599095672751859	-0.739141681885037	127.38	0.66941	0.629884733003999	-0.666840250938828	168.04	NA	NA	NA	NA	YES	YES	YES
A8K9D2	Mitochondrial ribosomal protein L18, isoform CRA_b	MRPL18	1.3957	1.17959770114943	0.238294915929076	3.5458	0.99585	0.937050105857445	-0.0938019012832129	5.4872	1.2332	1.28096726947887	0.357233613256616	5.3881	NO	NO	NO
A8KA82	DnaJ (Hsp40) homolog, subfamily C, member 3	DNAJC3	0.99234	0.83869168356998	-0.253787544453006	32.77	0.9665	0.909433074570689	-0.136960621427939	36.394	0.84917	0.882062095542791	-0.181047872462543	42.782	NO	YES	YES
A8KAH9	RAP1A, member of RAS oncogene family	RAP1A	1.0717	0.905764029749831	-0.142792847541676	20.108	1.1692	1.10016466713714	0.137719475279516	14.203	0.92534	0.96118249524779	-0.0571177200870435	42.927	NO	YES	NO
A8MT19	Putative rhophilin-2-like protein RHPN2P1	RHPN2P1	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	1.3284	NO	NO	NO
A8MTK3	POT1 protection of telomeres 1 homolog (S. pombe), isoform CRA_a	POT1	1.2484	1.05510480054091	0.0773863048201423	4.1173	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
A8MTY9	Down syndrome critical region protein 3	DSCR3	0.94031	0.794717714672076	-0.331485591675842	11.652	0.71408	0.671917195953893	-0.573644642162044	12.658	0.624	0.648170269343831	-0.625555247100948	16.154	NO	NO	NO
A8MXV4	Nucleoside diphosphate-linked moiety X motif 19	NUDT19	1.2331	1.04217376605815	0.0595958443436563	3.8322	1.1927	1.12227711126794	0.166428948398135	9.6618	1.3796	1.43303798651723	0.519076852610295	7.04	NO	NO	NO
A8MY87	Kinase suppressor of Ras 1 (Fragment)	KSR1	NA	NA	NA	1.3903	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
A8MZH8	Pituitary tumor-transforming gene 1 protein-interacting protein	PTTG1IP	1.7188	1.4526707234618	0.538707724674871	2.0759	1.6867	1.58710891554928	0.66640113669931	3.819	1.7624	1.83066551713392	0.872368218850324	3.4052	NO	NO	NO
A8YXX4	Glutamine synthetase	PIG59	7.4964	6.33569979716024	2.6635039781876	73.667	3.4231	3.22098329804752	1.68750117984942	53.951	2.996	3.11204828037519	1.63786444249555	29.53	NO	NO	NO
A8YXX5	Cell proliferation-inducing protein 60	PIG60	0.93546	0.790618661257606	-0.338946086876215	1.3831	NA	NA	NA	NA	0.68334	0.709808768995855	-0.494497697286633	16.115	NO	NO	NO
A9QQ23	Actin nucleation promoting factor (Fragment)	WASH	1.8157	1.53456727518594	0.617831894712576	18.015	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
A9UEZ6	BCR/ABL fusion protein isoform X3	BCR/ABL fusion	NA	NA	NA	4.0371	NA	NA	NA	5.0196	NA	NA	NA	3.4652	NO	NO	NO
B0AZV9	Trafficking protein particle complex 6B, isoform CRA_a	TRAPPC6B	1.3826	1.1685260311021	0.224689873208112	5.7108	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B0QY16	Uncharacterized protein KIAA0930 (Fragment)	KIAA0930	NA	NA	NA	5.7813	NA	NA	NA	7.6516	NA	NA	NA	6.7266	NO	NO	NO
B0QY53	Protein chibby homolog 1 (Fragment)	CBY1	NA	NA	NA	0.80954	NA	NA	NA	NA	NA	NA	NA	2.1189	NO	NO	NO
B0UZZ8	Chromosome 6 open reading frame 11	WDR46	1.404	1.18661257606491	0.246848978092855	49.908	1.3351	1.25626911314985	0.32914554593275	58.305	1.2233	1.27068379885947	0.34560507001907	41.134	NO	NO	NO
B0YIW5	Coatomer subunit delta	ARCN1	1.5535	1.31296484110886	0.392828283910136	86.465	1.4423	1.35713949658904	0.440569018983631	102.78	1.2002	1.24668903408088	0.318101653670961	132.94	YES	YES	YES
B0YJ76	Dihydrofolate reductase	DYR	1.3561	1.1461291413117	0.196769610441363	37.24	1.2909	1.21467889908257	0.280574987142929	27.383	1.0912	1.13346698382691	0.180742368173614	23.068	NO	NO	NO
B0YJ88	Radixin	RDX	0.67445	0.570021974306964	-0.810910558745743	105.77	0.58502	0.550477534697718	-0.861244407104134	76.342	0.52874	0.549220429828297	-0.864542803226495	65.223	YES	NO	YES
B0ZBD0	40S ribosomal protein S19	RPS19	1.2085	1.02138269100744	0.030523515553877	25.518	1.1126	1.04690661020936	0.0661327517270759	35.003	1.0743	1.11591237236551	0.158223743191122	22.653	NO	NO	NO
B1AH87	Putative peripheral benzodiazepine receptor-related protein (Fragment)	TSPO	3.1659	2.67570993914807	1.4199217288217	4.8204	3.132	2.94707127734651	1.55928195365187	9.8238	2.4053	2.49846786675115	1.32104366343026	4.0307	NO	NO	NO
B1AHB0	DNA helicase	MCM5	1.0559	0.892410412440838	-0.164220748170925	97.495	0.97279	0.915351681957187	-0.127601955494712	174.95	0.79296	0.823674834581546	-0.27985318359732	92.137	NO	NO	NO
B1AJY7	26S proteasome non-ATPase regulatory subunit 10	PSMD10	1.139	0.96264367816092	-0.0549262105035935	22.212	0.95618	0.899722418254528	-0.152448124086161	28.543	0.83635	0.868745520457874	-0.202994461162269	22.506	NO	NO	YES
B1AK13	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria), isoform CRA_b	HMGCL	2.1283	1.7987660581474	0.847007566413081	33.948	1.5	1.41143260409315	0.497160241744069	23.52	1.423	1.47811905973762	0.563762480563286	23.281	NO	NO	NO
B1AK63	Chromatin modification-related protein MEAF6	MEAF6	1.3431	1.13514198782961	0.182872766525633	19.195	NA	NA	NA	NA	1.0327	1.07270102107592	0.101248029947601	6.7162	NO	NO	NO
B1AKF7	Ecto-NOX disulfide-thiol exchanger 2 (Fragment)	ENOX2	NA	NA	NA	3.4021	NA	NA	NA	NA	NA	NA	NA	3.0131	NO	NO	NO
B1AKK2	Dimethylarginine dimethylaminohydrolase 1, isoform CRA_b	DDAH1	0.42017	0.355113252197431	-1.49364889470091	58.487	0.35776	0.336636085626911	-1.57073826057071	44.759	0.33869	0.351808955968049	-1.50713588505581	78.454	YES	NO	YES
B1AL69	Hsp90 co-chaperone Cdc37-like 1	CDC37L1	1.0387	0.877873563218391	-0.187914926029999	4.9444	0.90092	0.847725241119737	-0.2383313507418	10.819	0.92117	0.956850972774771	-0.0636338489439362	8.7989	NO	NO	NO
B1ALB4	Protein SMG7 (Fragment)	SMG7	1.5622	1.32031778228533	0.400885208182096	9.8353	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B1ALD2	AP-4 complex subunit beta-1 (Fragment)	AP4B1	NA	NA	NA	1.1473	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B1ALI9	Thioredoxin interacting protein (Fragment)	TXNIP	2.2296	1.88438133874239	0.914090950004741	2.0888	1.3851	1.30331686661962	0.382187879243986	4.8305	NA	NA	NA	NA	NO	NO	NO
B1ALV0	Chromosome 1 open reading frame 19, isoform CRA_c	C1orf19	1.4921	1.26107167004733	0.334650270181291	8.3919	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B1AQP2	Prefoldin subunit 2	PFDN2	1.3306	1.12457741717377	0.169382981283069	17.014	1.0765	1.01293813220419	0.0185460605280594	20.279	1.0333	1.07332426171952	0.102085994176903	47.719	NO	NO	YES
B1AT47	Glucocorticoid modulatory element binding protein 1, isoform CRA_a	GMEB1	NA	NA	NA	1.639	1.0568	0.994401317337097	-0.00809988727970928	6.8133	NA	NA	NA	NA	NO	NO	NO
B1AVT0	Dual-specificity protein kinase CLK2	CLK2	NA	NA	NA	3.4302	NA	NA	NA	1.3469	0.91844	0.954015227846392	-0.067915800393328	3.5565	NO	NO	NO
B1Q2B0	URCC5	URCC5	1.1355	0.959685598377282	-0.0593662515048177	6.1016	NA	NA	NA	NA	1.2644	1.31337578294606	0.39327975905394	8.832	NO	NO	NO
B2R4R0	Histone H4	HIST1H4L	1.1281	0.95343137254902	-0.0687989969853036	39.992	1.1407	1.07334744765937	0.102117158923986	38.931	0.73427	0.762711512293422	-0.390790619066532	46.67	NO	NO	NO
B2R4R9	HCG26477	RPS28	1.1512	0.972954699121028	-0.0395554603587698	4.8664	1.1369	1.06977181839567	0.097303103565504	5.3575	1.0805	1.12235252568271	0.166525890896311	4.5011	NO	NO	NO
B2R4S9	Histone H2B	HIST1H2BC	0.98678	0.833992562542258	-0.261893576962322	37.703	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B2R4W8	HCG1994130, isoform CRA_a	hCG_1994130	NA	NA	NA	17.995	1.4529	1.36711362032463	0.451133149796244	42.566	NA	NA	NA	17.054	NO	NO	NO
B2R5T5	Protein kinase, cAMP-dependent, regulatory, type I, alpha (Tissue specific extinguisher 1), isoform CRA_a	PRKAR1A	0.6091	0.514790398918188	-0.957942948015392	86.594	0.63084	0.593592095977417	-0.752456213120867	99.289	0.55939	0.581057639372189	-0.783246812648519	57.617	YES	YES	NO
B2R5U3	EH-domain containing 1, isoform CRA_b	EHD1	1.3508	1.14164976335362	0.191120126908409	158.23	1.3351	1.25626911314985	0.32914554593275	169.49	1.2343	1.28210987732547	0.358519906792669	94.337	NO	YES	YES
B2R5W2	Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	1.0209	0.862829614604462	-0.212852400412903	74.468	0.92866	0.873827334744766	-0.194579858544572	134.53	0.87793	0.911936097059343	-0.132995362257929	76.349	YES	NO	NO
B2R6D8	CDC42 effector protein (Rho GTPase binding) 4, isoform CRA_a	CDC42EP4	1.4539	1.22878634212306	0.297234085803184	36.895	NA	NA	NA	23.815	1.0931	1.1354405791983	0.183252207727728	32.487	NO	NO	NO
B2R6Q4	Tyrosine-protein kinase	CSK	0.54697	0.462280256930358	-1.11316034563145	81.934	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B2R7W3	Breast carcinoma amplified sequence 2	BCAS2	1.045	0.883198106828938	-0.17919101524346	24.084	1.0573	0.994871794871795	-0.00741747156248298	30.442	0.97191	1.0095563565352	0.013721448583654	77.584	NO	NO	NO
B2RAR3	Queuine tRNA-ribosyltransferase catalytic subunit 1	QTRT1	0.99567	0.841506085192698	-0.248954390717063	29.857	0.88976	0.837224182545284	-0.256314111609202	37.89	0.84691	0.879714555785231	-0.184892611769762	12.384	NO	NO	NO
B2RBJ8	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	QRSL1	0.73631	0.622303921568627	-0.684308757211352	21.181	0.75599	0.711352622912256	-0.491363202812052	39.691	0.64542	0.670419960320346	-0.576862992051629	25.224	NO	NO	NO
B2RDN3	Cytosolic Fe-S cluster assembly factor NUBP2	NUBP2	1.0744	0.908045977011494	-0.139162747671625	32.901	0.88248	0.830374029640085	-0.268166771489447	27.061	0.84443	0.877138494458352	-0.189123442076591	22.417	NO	YES	YES
B2RNB2	ADAM metallopeptidase domain 17	ADAM17	NA	NA	NA	2.5286	1.1739	1.1045871559633	0.143507257095414	5.1723	NA	NA	NA	NA	NO	NO	NO
B2RNR6	Zinc finger RNA binding protein	ZFR	0.95806	0.809719405003381	-0.304506042621803	103.48	1.0643	1.00145848035756	0.00210260944424798	185.51	0.86588	0.899419347467046	-0.152934176641446	90.32	NO	NO	NO
B2RNX8	Crm, cramped-like (Drosophila)	CRAMP1L	NA	NA	NA	1.4302	NA	NA	NA	1.0399	NA	NA	NA	NA	NO	NO	NO
B2RTS4	Centrosomal protein 170kDa	CEP170	NA	NA	NA	3.9858	NA	NA	NA	9.4569	NA	NA	NA	7.3732	NO	YES	YES
B2RTX8	WAPAL protein	WAPAL	0.90557	0.765356659905341	-0.385795887518212	139.64	0.81139	0.763481533756763	-0.389334831748304	135.72	0.78802	0.818543486615907	-0.288869030346087	87.579	NO	NO	NO
B2RUU3	Dedicator of cytokinesis 1	DOCK1	1.1738	0.992055442866802	-0.0115073443217536	17.994	NA	NA	NA	NA	0.82805	0.860124024888076	-0.217383391828424	7.9095	NO	NO	NO
B2RWP0	Signal-induced proliferation-associated 1 like 3	SIPA1L3	0.9861	0.83341784989858	-0.262888095297602	26.333	0.77984	0.733794401317337	-0.446552197690559	30.888	0.91107	0.946359755274174	-0.0795393716966609	22.125	NO	NO	NO
B2RWP4	TACC2 protein	TACC2	1.7049	1.44092292089249	0.526993163673418	37.075	1.2235	1.15125852740532	0.203211842440215	43.627	1.2731	1.32241277227826	0.403172563812371	30.26	NO	NO	NO
B2RWP5	Histone-lysine N-methyltransferase	NSD1	0.93602	0.791091954022988	-0.338082696140529	4.616	NA	NA	NA	5.8176	NA	NA	NA	1.8491	NO	NO	NO
B2RZG9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1	NA	NA	NA	3.3574	NA	NA	NA	8.2817	NA	NA	NA	3.5742	NO	NO	NO
B2WTI3	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	JMJD6	1.6461	1.39122718052738	0.476358024091961	27.064	1.4238	1.33973182780522	0.421944247388567	28.48	1.4718	1.5288092987504	0.612408458428199	29.633	NO	NO	NO
B2ZGL7	Monoacylglycerol lipase isoform 2	MGLL	0.25856	0.218526031102096	-2.19412294923464	11.177	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B2ZZ89	Spectrin beta chain	SPTBN1	0.90539	0.765204530087897	-0.386082680278091	323.31	0.89845	0.84540108209833	-0.242292135893515	323.31	0.8396	0.872121407277373	-0.197399109558405	323.31	YES	NO	YES
B2ZZ90	Acetyl-Coenzyme A carboxylase alpha	ACACA	1.1904	1.00608519269777	0.00875247400896334	201.31	1.179	1.10938602681722	0.149761459340588	263	0.99838	1.03705165626201	0.0524877575811779	232.47	NO	YES	NO
B3KM21	Family with sequence similarity 36, member A, isoform CRA_a	FAM36A	0.81258	0.686764705882353	-0.54211219642804	8.2011	NA	NA	NA	6.2809	NA	NA	NA	7.0402	NO	NO	NO
B3KNT3	Steroid receptor RNA activator 1, isoform CRA_a	SRA1	0.99127	0.837787356321839	-0.255343983312939	29.047	0.84193	0.7922183015761	-0.336030064576295	83.756	0.75726	0.786592016287356	-0.346312551526819	41.632	NO	NO	NO
B3KQ70	Meiosis-specific nuclear structural 1, isoform CRA_a	MNS1	NA	NA	NA	1.0624	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B3KS38	HCG39252, isoform CRA_g	CDC25B	NA	NA	NA	46.811	NA	NA	NA	6.0134	NA	NA	NA	NA	NO	NO	NO
B3KSI3	Branched-chain-amino-acid aminotransferase	BCAT2	1.2517	1.05789384719405	0.0811948695974253	23.173	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B3KTM6	Ribosomal protein L5, isoform CRA_b	RPL5	1.4454	1.22160243407708	0.288774841860559	49.738	1.5059	1.41698423900259	0.50282371136866	50.894	1.3132	1.36406602195885	0.447913473722422	39.254	NO	NO	YES
B3KTR0	Syntrophin, alpha 1 (Dystrophin-associated protein A1, 59kDa, acidic component), isoform CRA_a	SNTA1	NA	NA	NA	1.3656	NA	NA	NA	0.92292	NA	NA	NA	1.2116	NO	NO	NO
B3KTR9	Gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis), isoform CRA_c	GREM1	0.65392	0.552670723461798	-0.855507903965771	4.4525	0.96946	0.9122183015761	-0.132548980021432	19.232	0.67057	0.696544130631239	-0.521713334988422	5.8097	NO	NO	NO
B3KU38-2	Isoform IQCJ-SCHIP1-2 of IQCJ-SCHIP1 readthrough transcript protein	IQCJ-SCHIP1	0.19304	0.1631507775524	-2.61572223177068	3.3319	NA	NA	NA	7.4299	NA	NA	NA	NA	NO	NO	NO
B3KU87	Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_c	SLC30A6	NA	NA	NA	7.1323	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B3KUB0	cDNA FLJ39517 fis, clone PUAEN2000394	FLJ12998	NA	NA	NA	5.89	NA	NA	NA	3.8984	NA	NA	NA	1.874	NO	NO	NO
B3KUB4	Carbonic anhydrase 12	CA12	1.1125	0.940246788370521	-0.0888886214705828	10.194	0.90634	0.85282521759586	-0.229677996421375	9.1419	NA	NA	NA	2.6199	NO	NO	NO
B3KUK7	Multifunctional fusion protein	KATNA1	NA	NA	NA	2.6415	0.88908	0.836584333098095	-0.257417114325119	5.5474	0.9648	1.00217095490854	0.00312863104952595	5.249	NO	NO	NO
B3KUN1	Serine/threonine-protein phosphatase	PPP2CA	1.1647	0.984364435429344	-0.0227355599647007	6.9278	1.0461	0.984333098094566	-0.0227814890286761	93.942	0.94558	0.982206479625225	-0.0259017548502267	115.24	NO	NO	NO
B3KV61	UDP-glucuronate decarboxylase 1, isoform CRA_a	UXS1	0.94649	0.799940838404327	-0.322034789008393	14.233	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B3KVK2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	NA	NA	NA	2.4158	NA	NA	NA	2.9156	NA	NA	NA	7.0043	NO	NO	NO
B3KVZ3	Centromere protein H	CENPH	1.6259	1.37415483434753	0.458544570502558	17.939	1.2804	1.20479887085392	0.268792323019044	23.632	1.1771	1.22269426930228	0.290063707788706	13.927	NO	NO	NO
B3KW74	Phosphoglycerate dehydrogenase like 1, isoform CRA_e	PHGDHL1	NA	NA	NA	7.8602	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B3KXX3	Solute carrier family 12 member 6	SLC12A6	NA	NA	NA	3.6909	NA	NA	NA	7.3387	NA	NA	NA	2.7115	NO	NO	NO
B3LEU8	TMEM214 protein (Fragment)	TMEM214	0.91191	0.770715010141988	-0.375730606293462	38.944	0.98701	0.92873206304399	-0.106665652285791	37.263	0.72044	0.748345815458445	-0.418222991946517	33.042	NO	YES	NO
B4DDB6	Heterogeneous nuclear ribonucleoprotein A3, isoform CRA_a	HNRPA3	0.81308	0.687187288708587	-0.5412247445092	2.9411	0.81531	0.767170077628793	-0.382381643689831	3.0296	0.68206	0.708479188956176	-0.497202619204453	1.1682	NO	NO	NO
B4DDF4	Calponin	CNN2	0.75894	0.641430020283976	-0.64063621834307	56.487	0.62883	0.591700776287932	-0.757060307039565	113.25	0.66058	0.686167173915301	-0.543367985550214	66.817	NO	YES	YES
B4DEH0	Mitochondrial ribosomal protein L10, isoform CRA_d	MRPL10	1.1907	1.00633874239351	0.00911601062192132	10.792	1.0918	1.02733474476594	0.0389063432198807	14.892	1.1028	1.1455163029365	0.195997991159632	12.026	NO	NO	NO
B4DGK4	Alternative protein SYT7	SYT7	NA	NA	NA	1.0483	NA	NA	NA	1.1629	NA	NA	NA	NA	NO	NO	NO
B4DGL8	ATP-binding cassette sub-family B member 7, mitochondrial (Fragment)	ABCB7	1.332	1.12576064908722	0.170900124859557	3.5697	0.79663	0.749593036932487	-0.415820543210471	1.5866	NA	NA	NA	NA	NO	NO	NO
B4DHR0	Rab GTPase-binding effector protein 2	RABEP2	0.84633	0.715289046653144	-0.483401745435344	2.6695	NA	NA	NA	NA	0.73332	0.761724714607722	-0.392658389329721	6.5438	NO	NO	NO
B4DJ51	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a	HEL-S-72	1.1114	0.939317106152806	-0.0903158121485791	118.06	0.97952	0.921684309574218	-0.117655403886908	214.14	0.90096	0.935858150429517	-0.0956382201858908	101.52	NO	NO	NO
B4DJV2	Citrate synthase	CS	1.1234	0.94945909398242	-0.0748222495204575	36.596	0.98482	0.926671371442014	-0.109870293090181	40.943	0.95843	0.995554216742321	-0.0064282092827158	36.702	NO	NO	NO
B4DMT5	Eukaryotic translation initiation factor 3 subunit F	EIF3F	1.6845	1.42368154158215	0.509626470910052	44.926	1.5603	1.4681721947777	0.55402118479082	101.53	1.4267	1.48196237703981	0.567508822038438	24.587	YES	NO	YES
B4DNJ7	Inosine-5-monophosphate dehydrogenase	IMPDH	2.2964	1.94083840432725	0.956680003172203	36.816	2.0376	1.91729004940014	0.939068605747658	30.508	2.0006	2.07809205264306	1.05525956230286	33.091	NO	NO	NO
B4DP81	Centrosomal protein of 76 kDa	CEP76	NA	NA	NA	5.4652	NA	NA	NA	3.5746	NA	NA	NA	7.1819	NO	NO	NO
B4DQA8	Golgi SNAP receptor complex member 1	GOSR1	1.3007	1.09930696416498	0.13659429242231	25.937	NA	NA	NA	NA	0.95488	0.991866709601022	-0.0117818354826835	31.458	NO	NO	NO
B4DQP0	Akirin-1	AKIRIN1	NA	NA	NA	1.7969	NA	NA	NA	NA	NA	NA	NA	2.3292	NO	NO	NO
B4DR61	Protein transport protein Sec61 subunit alpha isoform 1	SEC61A1	0.9054	0.765212981744422	-0.386066745851228	11.538	NA	NA	NA	NA	NA	NA	NA	NA	NO	YES	NO
B4DR80	Serine/threonine-protein kinase 24	STK24	2.0834	1.76081812035159	0.816245897006615	41.726	1.6285	1.53234533051047	0.615741460756729	106.3	1.5575	1.61782883734458	0.694058981948168	54.515	YES	YES	YES
B4DS64	Protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor), isoform CRA_b	PRKRIR	NA	NA	NA	4.445	NA	NA	NA	2.0414	NA	NA	NA	NA	NO	NO	NO
B4DVQ5	Eukaryotic translation initiation factor 3 subunit C	EIF3C	1.2849	1.08595334685598	0.118962125513131	239.45	1.1595	1.09103740296401	0.125700561006829	300.99	1.1301	1.17387375222029	0.23127725781799	163.35	NO	YES	YES
B4DY09	Interleukin enhancer-binding factor 2	ILF2	0.98904	0.835902636916836	-0.258593182984775	118.7	0.99257	0.933963773229828	-0.0985615034056131	119.65	0.81456	0.84611149775114	-0.241080305474102	92.177	YES	NO	NO
B4DZ84	MAGUK p55 subfamily member 2	MPP2	0.45453	0.384153144016227	-1.38024653376484	5.7073	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B4E1G1	Derlin	DERL1	1.0917	0.922667342799188	-0.116117500536245	3.7961	1.1037	1.03853211009174	0.0545458231675935	11.2	0.90253	0.937488963446936	-0.0931263883638506	8.0097	NO	NO	NO
B4E1M0	Myb/SANT-like DNA-binding domain-containing protein 2	MSANTD2	NA	NA	NA	25.45	NA	NA	NA	NA	NA	NA	NA	27.169	NO	NO	NO
B4E273	ADP-ribosylation factor interacting protein 1 (Arfaptin 1), isoform CRA_b	ARFIP1	1.5091	1.27543948613928	0.350994451180451	53.893	1.2589	1.18456833686191	0.244361428977443	45.92	1.2327	1.28044790227587	0.356648555038254	47.739	NO	NO	NO
B4E3U2	F-box only protein 3	FBXO3	3.6036	3.04563894523327	1.60674492317924	7.4117	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B4YAH7	ALDH2 (Fragment)	ALDH2	NA	NA	NA	0.87129	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B5APZ3	THAP domain containing 11 (Fragment)	THAP11	NA	NA	NA	0.99147	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B5BTY4	ATP-dependent RNA helicase DDX3X	DDX3X	1.1469	0.969320486815416	-0.0449543515432628	145.85	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B5BU32	Thymidine kinase	TK1	0.88301	0.746289722785666	-0.422192276093572	48.36	0.76528	0.72009409550694	-0.473742657427594	42.023	0.76311	0.792668612562454	-0.335210244009215	25.369	NO	NO	YES
B5BU41	Calcium/calmodulin-dependent protein kinase I	CAMK1	NA	NA	NA	9.0317	0.26054	0.245156433780287	-2.02822547129714	9.0606	0.22056	0.2291032605873	-2.12593010372773	23.996	NO	NO	NO
B5BU53	Cyclin-dependent kinase 9	CDK9	1.5293	1.29251183231913	0.370177487774254	10.75	1.3841	1.30237591155022	0.381145921202963	13.35	1.2611	1.30994795940626	0.389509498634612	18.619	YES	NO	YES
B5BU99	High glucose-regulated protein 8	YTHDF2	1.229	1.03870858688303	0.0547909581609562	99.741	1.1741	1.10477534697718	0.143753031378953	109.03	1.2401	1.28813453688027	0.365283280994173	53.438	NO	YES	YES
B5BUB1	RuvB-like helicase (Fragment)	RUVBL1	1.3044	1.10243407707911	0.140692388649398	160.93	1.1698	1.10072924017878	0.13845963521412	149.85	1.0643	1.10552502830551	0.144731687120226	141.64	NO	NO	NO
B5BUB5	Autoantigen La (Fragment)	SSB	0.82146	0.694269776876268	-0.526431725839377	172.91	0.73226	0.689023759115502	-0.537374363674593	171.73	0.71456	0.742238057151167	-0.430046119915448	107.85	YES	YES	YES
B5BUD5	Protein phosphatase 1A isoform 1 (Fragment)	PPM1A	1.2666	1.07048681541582	0.0982670269692442	9.9036	NA	NA	NA	NA	0.9422	0.978695557332946	-0.0310679441826375	16.507	NO	NO	YES
B5BUI8	Dual specificity phosphatase 3 (Fragment)	DUSP3	1.0601	0.895960108181204	-0.158493595874963	27.714	0.98236	0.924356621971301	-0.11347853600703	32.024	0.94302	0.979547319545865	-0.0298129076265493	28.48	NO	NO	NO
B5BUJ8	Mitogen-activated protein kinase-activated protein kinase 3 (Fragment)	MAPKAPK3	2.501	2.11375929682218	1.07981109996926	18.14	2.3821	2.24144907080687	1.16443171949608	16.509	1.995	2.07227513996946	1.05121556514651	40.496	NO	NO	NO
B5BUK7	Protein kinase C (Fragment)	PRKCI	1.0741	0.907792427315754	-0.139565641332393	24.09	1.1339	1.06694895318749	0.0934911539083875	64.069	0.8834	0.917617974260161	-0.124034443810406	32.373	NO	NO	NO
B5MBX1	E3 ubiquitin-protein ligase Jade-2	JADE2	2.3089	1.9514029749831	0.964511732830384	2.689	NA	NA	NA	NA	NA	NA	NA	4.9492	NO	NO	NO
B5MC22	Mitochondrial fission process protein 1	MTFP1	NA	NA	NA	4.0783	NA	NA	NA	2.9367	NA	NA	NA	3.1323	NO	NO	NO
B5MCF9	Pescadillo homolog	PES1	1.0532	0.890128465179175	-0.167914531053005	32.262	1.253	1.17901670195248	0.237584155682686	53.345	1.0417	1.08204963072992	0.113766673255124	26.307	NO	NO	NO
B5MCN7	Nuclear receptor coactivator 1	NCOA1	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
B5MD00	Mitochondrial import receptor subunit TOM7 homolog	TOMM7	NA	NA	NA	1.6492	NA	NA	NA	NA	NA	NA	NA	2.0859	NO	NO	NO
B5MDE0	Protein RFT1 homolog	RFT1	NA	NA	NA	1.022	NA	NA	NA	NA	1.2808	1.33041102720445	0.411872031665698	1.1059	NO	NO	NO
B6CGU5	Caspase 8 splice variant	CASP8	1.2093	1.02205882352941	0.0314782314731679	51.004	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
