Ratio.H.L.TotProt.R1.LOG2	Ratio.H.L.TotProt.R2.LOG2	Ratio.H.L.TotProt.R3.LOG2	T-test Significant 	Median_Log2.H.M.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
-0.201800003647804	-0.384499996900558	-0.142299994826317		-0.201800003647804	0.0130590535856289	-8.66478584720773	1.0999364500284	0.149049311853698	-0.242866665124893	Q9NXV6	CDKN2A-interacting protein	CDKN2AIP
-0.201700001955032	-0.163800001144409	-0.239600002765656		-0.201700001955033	0.0130590535856289	-8.66478584720773	1.93684004572679	0.0510663782788379	-0.201700001955032	Q96SL4	Glutathione peroxidase 7	GPX7
-0.20160000026226	-0.214699998497963	0.108599998056889		-0.20160000026226	0.0130590535856289	-8.66478584720773	0.362458693466893	0.522904449636575	-0.102566666901112	Q9GZS1-2	Isoform 2 of DNA-directed RNA polymerase I subunit RPA49	POLR1E
-0.298700004816055	-0.176100000739098	-0.201499998569489		-0.201499998569489	0.0263827160027255	-6.03409372624385	1.57868049748515	0.0772651878572125	-0.225433334708214	B2RNR6	Zinc finger RNA binding protein	ZFR
-0.0791999995708466	-0.201499998569489	-0.206900000572205		-0.201499998569489	0.0130590535856289	-8.66478584720773	1.22218356999579	0.123327944833135	-0.16253333290418	Q6FHY4	N-ethylmaleimide-sensitive factor attachment protein, gamma, isoform CRA_b	NAPG
-0.236800000071526	-0.201399996876717	-0.143900007009506		-0.201399996876717	0.0189127741109065	-7.16792087066966	1.72324476450823	0.0649888613743366	-0.194033334652583	E7EW69	Septin-10	sep.10
-0.282599985599518	-0.200699999928474	-0.196799993515015		-0.200699999928474	0.0130590535856289	-8.66478584720773	1.82721799557194	0.0573139943840128	-0.226699993014336	Q9H3K6	BolA-like protein 2	BOLA2
-0.212099999189377	-0.200599998235703	-0.0975999981164932		-0.200599998235703	0.0130590535856289	-8.66478584720773	1.36781535270692	0.10116351128002	-0.170099998513858	P54105	Methylosome subunit pICln	CLNS1A
-0.397700011730194	-0.148200005292892	-0.199799999594688		-0.199799999594688	0.0130590535856289	-8.66478584720773	1.08508560415137	0.152563291171241	-0.248566672205925	V9HWG0	Chromobox homolog 5 (HP1 alpha homolog, Drosophila), isoform CRA_b	HEL25
-0.282799988985062	-0.146699994802475	-0.199100002646446		-0.199100002646446	0.0339658517722155	-5.28677335982571	1.46895749001084	0.0881898106469734	-0.209533328811328	A4QPA9	Mitogen-activated protein kinase kinase 1	MAP2K1
-0.199000000953674	-0.211600005626678	-0.119300000369549		-0.199000000953674	0.0130590535856289	-8.66478584720773	1.5894760268051	0.0762790839586752	-0.176633335649967	Q9H3N1	Thioredoxin-related transmembrane protein 1	TMX1
-0.236000001430511	-0.162000000476837	-0.199000000953674		-0.199000000953674	0.0130590535856289	-8.66478584720773	1.94585254657662	0.0505326849335596	-0.199000000953674	Q9H9C1-2	Isoform 2 of Spermatogenesis-defective protein 39 homolog	VIPAS39
-0.483700007200241	-0.198899999260902	0.0859000012278557		-0.198900002986193	0.0130590535856289	-8.66478584720773	0.45593524041503	0.440616288749925	-0.198900001744429	Q59FQ8	Spinster variant (Fragment)	NA
-0.490500003099442	-0.184499993920326	-0.198100000619888		-0.198100000619888	0.100242217421159	-2.91585659449609	0.998949335066921	0.175406750910403	-0.291033332546552	A0A0A0MS59	Helicase SRCAP	SRCAP
-0.197999998927116	-0.0971999987959862	-0.31139999628067		-0.197999998927116	0.0822411496804543	-3.26815010146924	1.08491082995491	0.152563291171241	-0.202199998001258	H3BM67	Nucleolar protein 3 (Fragment)	NOL3
-0.197999998927116	-0.191899999976158	-0.302700012922287		-0.197999998927116	0.023412543451443	-6.42013002756543	1.63055140360814	0.0728706519580831	-0.230866670608521	O75323	Protein NipSnap homolog 2	NIPSNAP2
-0.197999998927116	-0.324099987745285	-0.172199994325638		-0.197999998927116	0.0130590535856289	-8.66478584720773	1.4118108952253	0.0955514142195485	-0.231433326999346	Q8WVY7	Ubiquitin-like domain-containing CTD phosphatase 1	UBLCP1
-0.138999998569489	-0.203500002622604	-0.197899997234344		-0.197899997234344	0.0130590535856289	-8.66478584720773	1.89062890928703	0.0534107370319542	-0.180133332808812	P62318-2	Isoform 2 of Small nuclear ribonucleoprotein Sm D3	SNRPD3
-0.197699993848801	-0.351200014352798	-0.12610000371933		-0.197699993848801	0.0130590535856289	-8.66478584720773	1.11269194048584	0.14596550300875	-0.225000003973643	P60604-2	Isoform 2 of Ubiquitin-conjugating enzyme E2 G2	UBE2G2
-0.19760000705719	-0.0776000022888184	-0.206699997186661		-0.19760000705719	0.0130590535856289	-8.66478584720773	1.21470437313376	0.124619074384791	-0.16063333551089	Q92917	G-patch domain and KOW motifs-containing protein	GPKOW
-0.139699995517731	-0.20550000667572	-0.197300001978874		-0.197300001978874	0.0128543196037825	-8.73487806650353	1.89095090619682	0.0534107370319542	-0.180833334724108	A0A1X7SBZ2	Probable ATP-dependent RNA helicase DDX17	DDX17
-0.577000021934509	-0.087399996817112	-0.197300001978874		-0.197300001978874	0.0130590535856289	-8.66478584720773	0.715778542660746	0.278756416660824	-0.287233340243499	Q5T0F3	Nucleolar GTP-binding protein 2	GNL2
-0.295399993658066	-0.099200002849102	-0.197300001978874		-0.197299998253584	0.0734436888216812	-3.4835233161779	1.13404552441695	0.140888602976472	-0.197299999495347	B3KQU6	cDNA PSEC0207 fis, clone HEMBA1002981, highly similar to Homo sapiens nurim (nuclear envelope membrane protein) (NRM), mRNA	NA
-0.0566999986767769	-0.197200000286102	-0.251700013875961		-0.197200000286102	0.0130590535856289	-8.66478584720773	0.995250529588713	0.176064622942904	-0.168533337612947	Q9Y6D5	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	ARFGEF2
-0.197100013494492	-0.275400012731552	-0.11879999935627		-0.197100006043911	0.0130590535856289	-8.66478584720773	1.31169049219587	0.107982462839263	-0.197100008527438	Q13526	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	PIN1
-0.19709999859333	-0.200200006365776	-0.10419999808073		-0.19709999859333	0.0130590535856289	-8.66478584720773	1.47219234804772	0.0881881165642383	-0.167166667679946	Q9NSV4-7	Isoform 7 of Protein diaphanous homolog 3	DIAPH3
-0.196799993515015	-0.187399998307228	-0.440499991178513		-0.196799993515015	0.0800637681620418	-3.31826683565829	1.09656397627196	0.149826933751452	-0.274899994333585	B2R802	cDNA, FLJ93681, highly similar to Homo sapiens small nuclear ribonucleoprotein polypeptide A (SNRPA), mRNA	NA
-0.380899995565414	-0.196400001645088	-0.0119000002741814		-0.196399997919798	0.206530769555605	-1.8437657417043	0.685015240836653	0.294141176669471	-0.196399999161561	A0A024R6Q8	Bromodomain containing 7, isoform CRA_b	BRD7
-0.196299999952316	-0.226099997758865	-0.165399998426437	+	-0.196299999952316	0.0130590535856289	-8.66478584720773	2.1021459387186	0.0436066120354857	-0.195933332045873	Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	GNB4
-0.195800006389618	-0.424299985170364	0.212400004267693		-0.195800006389618	0.0130590535856289	-8.66478584720773	0.266456881997424	0.620579073246913	-0.135899995764097	Q7Z3R7	Uncharacterized protein DKFZp686C06176	DKFZp686C06176
-0.195700004696846	-0.359899997711182	-0.0315000005066395		-0.195699999108911	0.175024381639427	-2.06432609246763	0.756901457663986	0.260123313243525	-0.195700000971556	B6ETL5	Pannexin	PANX1
-0.195600003004074	-0.350100010633469	-0.089699998497963		-0.195600003004074	0.107304576783038	-2.80135931546876	0.969381754045509	0.183377647886236	-0.211800004045169	O14979-3	Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL
-0.195549994707108	-0.119599997997284	-0.271499991416931		-0.195549994707107	0.0130590535856289	-8.66478584720773	1.32991785525957	0.10579756766915	-0.195549994707108	Q68DL0	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	DKFZp779K1237
-0.19539999961853	-0.223299995064735	-0.0538999997079372		-0.19539999961853	0.0952397632281825	-3.00413324722019	1.02118169296603	0.169576601173648	-0.157533331463734	P41223	Protein BUD31 homolog	BUD31
-0.19480000436306	-0.239600002765656	-0.152600005269051		-0.19480000436306	0.0160833310403232	-7.78975147849294	1.79362399895762	0.0597690400590826	-0.195666670799255	B2R747	cDNA, FLJ93281, highly similar to Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA	NA
-0.232899993658066	-0.19480000436306	-0.0703999996185303		-0.19480000436306	0.0130590535856289	-8.66478584720773	1.11162723879635	0.146161744260789	-0.166033332546552	Q9UPT5-2	Isoform 2 of Exocyst complex component 7	EXOC7
-0.1942999958992	-0.289099991321564	-0.17509999871254		-0.1942999958992	0.0130590535856289	-8.66478584720773	1.60523704039924	0.0746800264980493	-0.219499995311101	Q9ULR0	Pre-mRNA-splicing factor ISY1 homolog	ISY1
-0.194199994206429	-0.181700006127357	-0.318899989128113		-0.194199994206429	0.0130590535856289	-8.66478584720773	1.46911840823568	0.0881898106469734	-0.2315999964873	P52701	DNA mismatch repair protein Msh6	MSH6
-0.193900004029274	-0.237700000405312	-0.086499996483326		-0.193900004029274	0.0130590535856289	-8.66478584720773	1.21132299103013	0.125358780696064	-0.172700000305971	P61086	Ubiquitin-conjugating enzyme E2 K	UBE2K
-0.0606000013649464	-0.22409999370575	-0.193800002336502		-0.193800002336502	0.0864640581688886	-3.17617568718222	1.06316438868484	0.157904743598544	-0.159499999135733	A8K321	cDNA FLJ78524, highly similar to Homo sapiens SMILE protein (SMILE), mRNA	NA
-0.0861999988555908	-0.358900010585785	-0.193800002336502		-0.193800002336502	0.0130590535856289	-8.66478584720773	0.938583197045958	0.193242316357109	-0.212966670592626	Q15650	Activating signal cointegrator 1	TRIP4
-0.265500009059906	-0.112999998033047	-0.19370000064373		-0.19370000064373	0.0130590535856289	-8.66478584720773	1.30615389400049	0.108489453345143	-0.190733335912228	Q5T440	Putative transferase CAF17, mitochondrial	IBA57
-0.193299993872643	-0.207499995827675	-0.179100006818771	+	-0.193300001323223	0.00179399602088981	-23.5778558428304	2.74617851343318	0.0236733501606711	-0.193299998839696	A8K7G8	cDNA FLJ76915, highly similar to Homo sapiens CDC-like kinase 3 (CLK3), transcript variant phclk3, mRNA	NA
-0.211999997496605	-0.193299993872643	0.110600002110004		-0.193299993872643	0.0130590535856289	-8.66478584720773	0.350043706776091	0.533673241766656	-0.098233329753081	Q53FX5	Lin-7 homolog C variant (Fragment)	NA
-0.193000003695488	-0.0540999993681908	-0.380899995565414		-0.193000003695488	0.157621136527511	-2.21067938017666	0.80238554669088	0.240962076591016	-0.209333332876364	M0R026	Acetolactate synthase-like protein	ILVBL
-0.36370000243187	-0.193000003695488	-0.022299999371171		-0.193000000901521	0.0130590535856289	-8.66478584720773	0.72286084636061	0.275886827300017	-0.193000001832843	Q9UGU0-2	Isoform 2 of Transcription factor 20	TCF20
-0.192749992012978	0.0320000015199184	-0.417499989271164		-0.192749993875623	0.27574232082152	-1.48544066469775	0.559496577198507	0.368135768023569	-0.192749993254741	A2IDA3	DNA-3-methyladenine glycosylase (Fragment)	MPG
-0.33840000629425	-0.192650005221367	-0.046900000423193		-0.192650003358721	0.0130590535856289	-8.66478584720773	0.826141039312141	0.232378740213644	-0.192650003979603	Q12981-2	Isoform 2 of Vesicle transport protein SEC20	BNIP1
0.0309999994933605	-0.192400008440018	-0.415800005197525		-0.192400002852082	0.274295285320158	-1.49170356677483	0.561781667577204	0.36714255674271	-0.192400004714727	A8YXX5	Cell proliferation-inducing protein 60	PIG60
-0.192399993538857	0.142900004982948	-0.325599998235703		-0.192399993538857	0.464339931716032	-0.897095561281453	0.333163966822233	0.549311564322139	-0.125033328930537	I3L1P8	Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment)	SLC25A11
-0.32260000705719	-0.0608999989926815	-0.191750004887581		-0.191750003024936	0.0130590535856289	-8.66478584720773	0.898100090584388	0.206177002958157	-0.191750003645817	Q12770	Sterol regulatory element-binding protein cleavage-activating protein	SCAP
-0.179299995303154	-0.191499993205071	-0.298500001430511		-0.191499993205071	0.0276166433724489	-5.89211757165207	1.55882910828826	0.0786747703043642	-0.223099996646245	A0A024QZM0	Activating signal cointegrator 1 complex subunit 1, isoform CRA_a	ASCC1
-0.19140000641346	-0.284000009298325	-0.0982000008225441		-0.19140000641346	0.0130590535856289	-8.66478584720773	1.15196260961035	0.137262817884862	-0.191200005511443	Q96P48-3	Isoform 3 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	ARAP1
-0.191399991512299	-0.241799995303154	-0.141000002622604		-0.191399998962879	0.0130590535856289	-8.66478584720773	1.65089092737315	0.0710482127572813	-0.191399996479352	Q9P1F3	Costars family protein ABRACL	ABRACL
-0.108900003135204	-0.273699998855591	-0.191300004720688		-0.191300000995397	0.0130590535856289	-8.66478584720773	1.24686612027814	0.119098111520827	-0.191300002237161	Q3B874	STRN protein (Fragment)	STRN
-0.360900014638901	-0.191000014543533	-0.0210999995470047		-0.191000007092953	0.0130590535856289	-8.66478584720773	0.719219943921346	0.277419748624859	-0.19100000957648	Q5SWX8-4	Isoform 4 of Protein odr-4 homolog	ODR4
-0.190500006079674	-0.364600002765656	-0.143299996852875		-0.190500006079674	0.0130590535856289	-8.66478584720773	1.12867429869997	0.142109446743433	-0.232800001899401	Q9HBI1	Beta-parvin	PARVB
-0.190099999308586	-0.245600000023842	-0.13459999859333		-0.190099999308586	0.0272556843149295	-5.93266401942173	1.56454290956794	0.0783771783778358	-0.190099999308586	A8K7H4	Origin recognition complex subunit 4	NA
-0.189550012350082	-0.0811000019311905	-0.298000007867813		-0.189550004899502	0.0939861572758359	-3.02729580520895	1.02693611647045	0.167938149124135	-0.189550007383029	O95671	N-acetylserotonin O-methyltransferase-like protein	ASMTL
-0.196299999952316	-0.182799994945526	-0.189549997448921	+	-0.189549997448921	0.00042243878529793	-48.6385339843881	3.37423621484076	0.0152201549605576	-0.189549997448921	O00429	Dynamin-1-like protein	DNM1L
-0.227200001478195	-0.189500004053116	-0.109300002455711		-0.189500004053116	0.0130590535856289	-8.66478584720773	1.43019826720286	0.0934045323385155	-0.175333335995674	Q2NLD4	PURA protein (Fragment)	PURA
-0.058899998664856	-0.189400002360344	-0.257699996232986		-0.189400002360344	0.101645110983885	-2.89221772746171	0.992913505633198	0.17677410604634	-0.168666665752729	B3KN09	cDNA FLJ13173 fis, clone NT2RP3003831, highly similar to Endonuclease G-like 1 (EC 3.1.30.-)	NA
-0.188999995589256	-0.403200000524521	-0.101499997079372		-0.188999995589256	0.123078557479759	-2.58024794438423	0.909817602623868	0.202185002854016	-0.231233331064383	O60870-2	Isoform 2 of DNA/RNA-binding protein KIN17	KIN
-0.109999999403954	-0.328399986028671	-0.18860000371933		-0.18860000371933	0.0130590535856289	-8.66478584720773	1.08591723420243	0.152431075383503	-0.208999996383985	P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2
-0.240199998021126	-0.188450008630753	-0.136700004339218		-0.188450001180172	0.0242268932751989	-6.30734293054414	1.61570228488602	0.0741622258146908	-0.188450003663699	B4E0G0	cDNA FLJ61513, highly similar to DNA repair protein RAD51 homolog 3	NA
0.030799999833107	-0.304800003767014	-0.188400000333786		-0.188400000333786	0.257698575968399	-1.56667039380554	0.588887983833628	0.349723906223848	-0.154133334755898	A8K3N2	Mediator of RNA polymerase II transcription subunit 6	NA
-0.188199996948242	-0.249300003051758	-0.176499992609024		-0.188199996948242	0.0130590535856289	-8.66478584720773	1.92283587991811	0.0517388301158561	-0.204666664203008	Q9NQ88	Fructose-2,6-bisphosphatase TIGAR	TIGAR
-0.201700001955032	-0.187700003385544	-0.0225000008940697		-0.187700003385544	0.139746542718819	-2.3860790529896	0.854658928077659	0.221929993157598	-0.137300002078215	B4DVT8	cDNA FLJ60173, highly similar to Zinc-finger protein ZPR1	NA
-0.187600001692772	-0.0767000019550323	-0.298500001430511		-0.187600001692772	0.0130590535856289	-8.66478584720773	1.00253408256432	0.174382051842283	-0.187600001692772	Q53FV1	ORM1-like protein 2	ORMDL2
-0.269800007343292	-0.104999996721745	-0.187399998307228		-0.187400002032518	0.0130590535856289	-8.66478584720773	1.23049453366946	0.121920988192106	-0.187400000790755	Q15291-2	Isoform 2 of Retinoblastoma-binding protein 5	RBBP5
-0.187299996614456	-0.202299997210503	-0.0861999988555908		-0.187299996614456	0.0489914573587066	-4.35020427745209	1.3098796414181	0.108272682614075	-0.158599997560183	A0A024R845	RAB14, member RAS oncogene family, isoform CRA_a	RAB14
-0.347699999809265	-0.187299996614456	0.063900001347065		-0.187299996614456	0.0130590535856289	-8.66478584720773	0.494642780437813	0.412684293968146	-0.157033331692219	P62487	DNA-directed RNA polymerase II subunit RPB7	POLR2G
-0.268400013446808	-0.186499997973442	-0.173199996352196		-0.186499997973442	0.0130590535856289	-8.66478584720773	1.70732272985835	0.066259481003347	-0.209366669257482	Q9BRT8	COBW domain-containing protein 1	CBWD1
-0.186200007796288	-0.292600005865097	-0.0798000022768974		-0.186200004070997	0.0937831099852766	-3.03108892840623	1.02787537453617	0.167692532812631	-0.186200005312761	E7ENN3	Nesprin-1	SYNE1
-0.186100006103516	-0.158099994063377	-0.249500006437302		-0.186100006103516	0.0181574387143274	-7.31972867373808	1.74094541301151	0.0635448299503045	-0.197900002201398	P14324-2	Isoform 2 of Farnesyl pyrophosphate synthase	FDPS
-0.0441999994218349	-0.276399999856949	-0.186100006103516		-0.186100006103516	0.0130590535856289	-8.66478584720773	0.887148514036708	0.210104021119486	-0.1689000017941	Q05DA4	p4HA2 protein	P4HA2
-0.263000011444092	-0.108599998056889	-0.1858000010252		-0.185800004750491	0.0530123896722752	-4.16858834678134	1.27562261320154	0.113933740014447	-0.185800003508727	O95785-3	Isoform 3 of Protein Wiz	WIZ
-0.18520000576973	0.032200001180172	-0.196600005030632		-0.18520000576973	0.0130590535856289	-8.66478584720773	0.588460518987748	0.349858545296941	-0.116533336540063	Q69YN4-3	Isoform 3 of Protein virilizer homolog	VIRMA
-0.277700006961823	-0.184799998998642	0.00100000004749745		-0.184799998998642	0.0130590535856289	-8.66478584720773	0.696313615433206	0.288505208514371	-0.153833335304322	Q9HCD5	Nuclear receptor coactivator 5	NCOA5
-0.18469999730587	-0.201399996876717	-0.17620000243187	+	-0.18469999730587	0.00155587742994862	-25.322411814998	2.80802461916763	0.0223412757738444	-0.187433332204819	D6W625	Chromatin assembly factor 1, subunit A (P150), isoform CRA_a	CHAF1A
-0.212300002574921	-0.183899998664856	-0.139400005340576		-0.183899998664856	0.0138279484397239	-8.41550881395337	1.85924224848067	0.0548954939178802	-0.178533335526784	A0A024R6M2	KIAA2010, isoform CRA_a	KIAA2010
-0.180099993944168	-0.187700003385544	-0.183899998664856	+	-0.183899998664856	0.000142295399902021	-83.8220382899184	3.84680913947627	0.0105622949100027	-0.183899998664856	B2R9W9	Craniofacial development protein 1	NA
-0.129099994897842	-0.18359999358654	-0.266200006008148		-0.18359999358654	0.0130590535856289	-8.66478584720773	1.39678787521232	0.0971812741239774	-0.192966664830844	Q96EE3	Nucleoporin SEH1	SEH1L
-0.0390999987721443	-0.542100012302399	-0.18350000679493		-0.18350000679493	0.0130590535856289	-8.66478584720773	0.637580890950229	0.319535064781178	-0.254900005956491	Q6P4R8-3	Isoform 3 of Nuclear factor related to kappa-B-binding protein	NFRKB
-0.216499999165535	-0.183150008320808	-0.149800002574921		-0.183150000870228	0.0108724763023966	-9.51199769500914	1.96367154222453	0.0501007234975289	-0.183150003353755	O00429-2	Isoform 4 of Dynamin-1-like protein	DNM1L
-0.221900001168251	-0.0522000007331371	-0.18299999833107		-0.18299999833107	0.0130590535856289	-8.66478584720773	1.01228026943304	0.171925827558538	-0.152366666744153	P85037	Forkhead box protein K1	FOXK1
-0.175400003790855	-0.182699993252754	-0.266499996185303		-0.182699993252754	0.0130590535856289	-8.66478584720773	1.71803107690543	0.0653352601972432	-0.208199997742971	Q8N5K1	CDGSH iron-sulfur domain-containing protein 2	CISD2
-0.182500004768372	-0.253500014543533	-0.129600003361702		-0.182500004768372	0.0343875641321103	-5.2525258190363	1.46359858666378	0.088954285165696	-0.188533340891202	A0A024R9L9	Vacuolar protein sorting 39 (Yeast), isoform CRA_b	VPS39
-0.182099997997284	0.00130000000353903	-0.495299994945526		-0.182099997997284	0.0130590535856289	-8.66478584720773	0.58450997120811	0.352487453615987	-0.22536666431309	P78549-3	Isoform 3 of Endonuclease III-like protein 1	NTHL1
-0.159799993038177	-0.224299997091293	-0.18189999461174	+	-0.18189999461174	0.0130590535856289	-8.66478584720773	2.00383887251368	0.0483788566405292	-0.188666661580404	Q9UBS4	DnaJ homolog subfamily B member 11	DNAJB11
-0.242500007152557	-0.181850001215935	-0.121200002729893		-0.181850004941225	0.0130590535856289	-8.66478584720773	1.45425607438497	0.0902623399422299	-0.181850003699462	Q96A33	Coiled-coil domain-containing protein 47	CCDC47
-0.181799992918968	-0.327699989080429	-0.129800006747246		-0.181799992918968	0.0693245464962544	-3.5976184458113	1.1591129637503	0.135836845492833	-0.213099996248881	A0A0A6YYA0	Protein TMED7-TICAM2	TMED7-TICAM2
-0.181499987840652	-0.093299999833107	-0.269699990749359		-0.181499995291233	0.0130590535856289	-8.66478584720773	1.1518489681842	0.137262817884862	-0.181499992807706	Q9UHG3	Prenylcysteine oxidase 1	PCYOX1
-0.165199995040894	-0.180999994277954	-0.379000008106232		-0.180999994277954	0.0130590535856289	-8.66478584720773	1.14088111066939	0.139682814250469	-0.241733332475026	V9HWC5	Epididymis secretory protein Li 36	HEL-S-36
-0.180899992585182	-0.163900002837181	-0.197400003671646	+	-0.180899992585182	0.0130590535856289	-8.66478584720773	2.5449962645	0.029078364711692	-0.180733333031336	Q14257	Reticulocalbin-2	RCN2
-0.180800005793571	-0.130500003695488	-0.266499996185303		-0.180800005793571	0.0399601142929635	-4.85130365451534	1.39837327831743	0.0970568240820548	-0.192600001891454	B3KPM8	cDNA FLJ31974 fis, clone NT2RP7008167, weakly similar to 85.1 kDa PROTEIN IN GREB-FEOA INTERGENIC REGION	NA
-0.180800005793571	0.0480000004172325	-0.18690000474453		-0.180800005793571	0.0130590535856289	-8.66478584720773	0.520022380162956	0.395088225588153	-0.10656667004029	Q5MIZ7-3	Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B	PPP4R3B
-0.306100010871887	-0.0551000013947487	-0.180600002408028		-0.180600006133318	0.0130590535856289	-8.66478584720773	0.885231772831989	0.210766562919764	-0.180600004891555	Q5JC44	KLHL9 protein	NA
-0.180600002408028	-0.155000001192093	-0.209700003266335	+	-0.180600002408028	0.0130590535856289	-8.66478584720773	2.12653203015517	0.0426891546719838	-0.181766668955485	Q8NCF7	cDNA FLJ90278 fis, clone NT2RP1000325, highly similar to Phosphate carrier protein, mitochondrialprecursor	NA
-0.177699998021126	-0.18019999563694	-0.182699993252754	+	-0.18019999563694	6.41514666081772E-05	-124.846338249505	4.19279341048841	0.00828944970665487	-0.18019999563694	B3KV49	cDNA FLJ16128 fis, clone BRACE2038269, moderately similar to Bombyx mori cytosolic juvenile hormone binding protein 36 kDa subunit (cJHBP) mRNA	NA
-0.179999992251396	-0.226999998092651	-0.133000001311302		-0.179999999701976	0.021979829819453	-6.63338628769114	1.65797566286724	0.0704067103274222	-0.17999999721845	P49069	Calcium signal-modulating cyclophilin ligand	CAMLG
-0.0577000007033348	-0.201700001955032	-0.17960000038147		-0.17960000038147	0.0130590535856289	-8.66478584720773	1.08494614832577	0.152563291171241	-0.146333334346612	Q6UQL6	Ribonuclease	RNASEH2A
-0.058899998664856	-0.179499998688698	-0.288199990987778		-0.179499998688698	0.117721296148706	-2.65064344796632	0.92914496493453	0.196138313091907	-0.175533329447111	A8KAK1	cDNA FLJ77398, highly similar to Homo sapiens UDP-glucose ceramide glucosyltransferase-like 1, transcript variant 2, mRNA	NA
-0.179399996995926	-0.385600000619888	-0.0524999983608723		-0.179399996995926	0.0130590535856289	-8.66478584720773	0.774609460204957	0.252738235636254	-0.205833331992229	Q9UIC8	Leucine carboxyl methyltransferase 1	LCMT1
-0.271299988031387	-0.179199993610382	0.100299999117851		-0.179199993610382	0.405782481509511	-1.04481647903085	0.391706706311955	0.495257760507471	-0.116733327507973	B3KT25	cDNA FLJ37504 fis, clone BRAWH2017103, highly similar to ATPase WRNIP1	NA
-0.178700000047684	-0.0962999984622002	-0.334199994802475		-0.178700000047684	0.0130590535856289	-8.66478584720773	0.997821315853151	0.175598093051178	-0.203066664437453	Q9Y2G5-2	Isoform B of GDP-fucose protein O-fucosyltransferase 2	POFUT2
-0.17849999666214	-0.0700000002980232	-0.224999994039536		-0.17849999666214	0.0752266178796186	-3.43696214080154	1.12362846483556	0.143395488502316	-0.157833330333233	A0A024RB09	RAB5B, member RAS oncogene family, isoform CRA_a	RAB5B
-0.0564000010490417	-0.203400000929832	-0.178399994969368		-0.178399994969368	0.0130590535856289	-8.66478584720773	1.07277711614866	0.155501649128753	-0.146066665649414	Q16181	Septin-7	sep.07
-0.178299993276596	-0.00400000018998981	-0.203799992799759		-0.178299993276596	0.176876911207267	-2.04991669933408	0.752328858165877	0.262023344230076	-0.128699995422115	O75151	Lysine-specific demethylase PHF2	PHF2
-0.178299993276596	-0.119800001382828	-0.230800002813339		-0.178299993276596	0.0130590535856289	-8.66478584720773	1.50153106905448	0.0853193156068141	-0.176299999157588	Q13564-3	Isoform 3 of NEDD8-activating enzyme E1 regulatory subunit	NAE1
-0.177799999713898	-0.151299998164177	-0.180000007152557	+	-0.177799999713898	0.00294007346073274	-18.401855663931	2.53164181816395	0.0296004841689725	-0.169700001676877	E9PSI1	Transmembrane 9 superfamily member	NA
-0.17739999294281	-0.101700000464916	-0.273000001907349		-0.17739999294281	0.0130590535856289	-8.66478584720773	1.18387766448271	0.130726194230413	-0.184033331771692	Q6YHU6	Thyroid adenoma-associated protein	THADA
-0.143299996852875	-0.211099997162819	-0.177200004458427		-0.177199997007847	0.0119809380814143	-9.05366951373389	1.92150918825704	0.0518094605474152	-0.177199999491374	A0A024RBH0	PCTAIRE protein kinase 2, isoform CRA_a	PCTK2
-0.177100002765656	-0.060199998319149	-0.219400003552437		-0.177100002765656	0.0854550631186701	-3.19755752120224	1.06826220429713	0.156800924881208	-0.15223333487908	B2RBP3	cDNA, FLJ95615, highly similar to Homo sapiens ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)(UBE1C), mRNA	NA
0.0640000030398369	-0.177000001072884	-0.222299993038177		-0.177000001072884	0.335390217593784	-1.25791214529353	0.474449611051011	0.427362291626775	-0.111766663690408	B4E308	cDNA FLJ59610, highly similar to VIP36-like protein	NA
-0.160300001502037	-0.334399998188019	-0.176899999380112		-0.176899999380112	0.0562715674547555	-4.03552216837526	1.24971098758877	0.118515189302264	-0.223866666356723	A8K4V6	cDNA FLJ76394, highly similar to Homo sapiens CGI-121 protein (CGI-121), mRNA	NA
-0.221900001168251	-0.176750004291534	-0.131600007414818		-0.176750004291535	0.0130590535856289	-8.66478584720773	1.67641912203101	0.0686553924322492	-0.176750004291534	Q9UPT9-2	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 22	USP22
-0.176400005817413	-0.284700006246567	-0.0710000023245811		-0.176400005817413	0.0130590535856289	-8.66478584720773	0.988506745123496	0.17785707390254	-0.177366671462854	Q9UKN8	General transcription factor 3C polypeptide 4	GTF3C4
-0.611999988555908	0.0261000003665686	-0.17620000243187		-0.17620000243187	0.309691728977256	-1.34930557009412	0.509070415213389	0.402033867240965	-0.25403333020707	A0A140VJW8	Testicular tissue protein Li 195	NA
