Ratio.M.L.TotProt.R1.LOG2	Ratio.M.L.TotProt.R2.LOG2	Ratio.M.L.TotProt.R3.LOG2	T-test Significant 	Median_Log2.E.M.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
-0.768899977207184	-0.650200009346008	-0.541000008583069	+	-0.650200009346008	0.00999301921640877	-9.92836176825435	2.0003032777249	0.0280714489163595	-0.65336666504542	H3BNT4	M-phase phosphoprotein 6	MPHOSPH6
-0.801999986171722	-0.49439999461174	-0.64819997549057	+	-0.648199990391731	0.0182538197682498	-7.29983971150537	1.73864623538014	0.0400281158268787	-0.648199985424677	B4E336	cDNA FLJ53287, highly similar to CD97 antigen	NA
-0.618099987506866	-0.647499978542328	-0.6632000207901	+	-0.647499978542328	0.000422398358175368	-48.6408629653339	3.37427777853479	0.00748478197998585	-0.642933328946432	Q15813	Tubulin-specific chaperone E	TBCE
-0.646399974822998	-0.75110000371933	-0.621900022029877	+	-0.646399974822998	0.00344643911090284	-16.9898621593606	2.46262938989455	0.0167449854713241	-0.673133333524068	A0A090N7W4	Cyclin-dependent kinase 5	CDK5
-0.394699990749359	-0.64630001783371	-0.78659999370575		-0.64630001783371	0.0336370863595067	-5.31391043228253	1.47318162979337	0.0599358104532481	-0.609200000762939	P50897	Palmitoyl-protein thioesterase 1	PPT1
-0.568899989128113	-0.646000027656555	-0.723100006580353	+	-0.645999997854233	0.0047145779289595	-14.5123825076022	2.32655719453355	0.019222414678458	-0.64600000778834	P51553	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	IDH3G
-0.705799996852875	-0.583700001239777	-0.644749999046326	+	-0.644749999046326	0.00297526577802498	-18.2922161613645	2.52647423303875	0.0156913862504532	-0.644749999046326	P63272	Transcription elongation factor SPT4	SUPT4H1
-0.644649982452393	-0.517599999904633	-0.771700024604797	+	-0.644650012254715	0.0127011847059996	-8.78840193457364	1.89615575510338	0.0322356397620112	-0.644650002320608	H3BNU1	TBC1 domain family member 24	TBC1D24
-0.644400000572205	-0.451599985361099	-0.675100028514862	+	-0.644400000572205	0.0137488376037239	-8.44019445632378	1.86173401773401	0.0337712511190335	-0.590366671482722	P53384-2	Isoform 2 of Cytosolic Fe-S cluster assembly factor NUBP1	NUBP1
-0.662800014019012	-0.604200005531311	-0.643999993801117	+	-0.643999993801117	0.000734616459112366	-36.8748523680217	3.13393934549578	0.00906499008943187	-0.63700000445048	A0A0S2Z5C3	PAK1 interacting protein 1 isoform 1 (Fragment)	PAK1IP1
-0.693300008773804	-0.643899977207184	-0.552999973297119	+	-0.643899977207184	0.00422558377991775	-15.3347562768722	2.37411328320048	0.0184153096235552	-0.630066653092702	Q9H061	Transmembrane protein 126A	TMEM126A
-1.1224000453949	-0.643199980258942	-0.498299986124039		-0.643199980258942	0.0571479663898594	-4.00164249638889	1.24299921965061	0.0889341807335687	-0.754633337259293	P33552	Cyclin-dependent kinases regulatory subunit 2	CKS2
-0.528599977493286	-0.714699983596802	-0.642400026321411	+	-0.642400026321411	0.00734418907429637	-11.6044782135106	2.13405615094138	0.0240455619948281	-0.6285666624705	Q16851	UTP--glucose-1-phosphate uridylyltransferase	UGP2
-0.648299992084503	-0.634999990463257	-0.641649961471558	+	-0.64164999127388	3.58015997701364E-05	-167.123345877964	4.44609755331919	0.0025592599373188	-0.641649981339773	E2QRD4	Protein MMS22-like	MMS22L
-0.153099998831749	-0.833700001239777	-0.641099989414215		-0.641099989414215	0.115652177908241	-2.67904905335958	0.93684618447668	0.154959393757589	-0.54263332982858	B7WP74	Pre-mRNA-splicing factor CWC22 homolog (Fragment)	CWC22
-0.482400000095367	-0.640999972820282	-0.676500022411346	+	-0.640999972820282	0.00974699963042618	-10.0547562395296	2.01112905065343	0.0277435639273699	-0.599966665108999	P36405	ADP-ribosylation factor-like protein 3	ARL3
-0.640600025653839	-0.757099986076355	-0.54339998960495	+	-0.640600025653839	0.00899217677811746	-10.474255883931	2.04613516403325	0.0266011949004579	-0.647033333778381	B4DDF4	Calponin	CNN2
-0.0719999969005585	-0.70990002155304	-0.639999985694885		-0.639999985694885	0.14353102073629	-2.34644241500431	0.843054227202195	0.185611706105962	-0.473966668049494	Q9UPT8	Zinc finger CCCH domain-containing protein 4	ZC3H4
-0.505500018596649	-0.773800015449524	-0.639650046825409	+	-0.639650017023087	0.0143466410002397	-8.25871294477737	1.84324978222295	0.0346062865421849	-0.639650026957194	A0A140VKC4	Methyl-CpG-binding protein 2	MECP2
-0.729099988937378	-0.564800024032593	-0.638800024986267	+	-0.638800024986267	0.00539392446345749	-13.5607936245141	2.26809513972573	0.0204543322310737	-0.644233345985413	B4DSC2	Elongation of very long chain fatty acids protein	NA
-0.636600017547607	-0.640100002288818	-0.638350009918213	+	-0.638350009918212	2.5051381745586E-06	-631.805411704662	5.60116831498905	0.000801800786994573	-0.638350009918213	Q53HL9	Sorting nexin 1 isoform a variant (Fragment)	NA
-0.651000022888184	-0.568899989128113	-0.637899994850159	+	-0.637899994850159	0.00168676919992582	-24.3176840581631	2.77294433771693	0.0126590232888334	-0.619266668955485	A0A024R7G4	ASF1 anti-silencing function 1 homolog B (S. cerevisiae), isoform CRA_a	ASF1B
-0.637600004673004	-0.506699979305267	-0.745700001716614	+	-0.637600004673004	0.0118167373341049	-9.1174941615666	1.92750241798877	0.0307200321557849	-0.629999995231628	Q5JPH6	Probable glutamate--tRNA ligase, mitochondrial	EARS2
-1.16240000724792	-0.632200002670288	-0.633499979972839		-0.633499979972839	0.0444193078111847	-4.5852033417539	1.35242821343355	0.0737107178448216	-0.809366663297017	B4DNZ2	cDNA FLJ57132, highly similar to Exostosin-like 2 (EC 2.4.1.223)	NA
-0.633400022983551	-0.0408000014722347	-0.665499985218048		-0.633400022983551	0.158942259861699	-2.19880853123586	0.798760617875756	0.202021173994333	-0.446566669891278	B4DYG5	cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha (EC 2.7.1.67)	NA
-0.719799995422363	-0.632700026035309	-0.553799986839294	+	-0.632700026035309	0.00564364155999347	-13.2548848884074	2.2484405770612	0.0208672118605535	-0.635433336098989	P46013	Proliferation marker protein Ki-67	MKI67
-0.612399995326996	-0.652300000190735	-0.632349967956543	+	-0.632349997758865	0.000331614520721621	-54.9003604397949	3.47936644719939	0.00671738284657496	-0.632349987824758	P50995-2	Isoform 2 of Annexin A11	ANXA11
-0.630200028419495	-0.703299999237061	-0.398000001907349	+	-0.630200028419495	0.0244971019748347	-6.27115263338641	1.61088528995469	0.0483242138723655	-0.577166676521301	B4DGC5	cDNA FLJ60491, highly similar to IQ motif and Sec7 domain-containing protein 1	NA
-0.628799974918365	-0.645799994468689	-0.604900002479553	+	-0.628799974918365	0.000358335856953842	-52.8126699781112	3.44570973188964	0.00694637046129384	-0.626499990622203	V9HWJ0	Epididymis secretory sperm binding protein Li 164nA	HEL-S-164nA
-0.663900017738342	-0.628499984741211	-0.500400006771088	+	-0.628499984741211	0.00683549238703129	-12.0331606338116	2.16523019611351	0.0230900768529862	-0.597600003083547	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT
-0.110299997031689	-1.24460005760193	-0.627099990844727		-0.627099990844727	0.181477214174548	-2.01500137140612	0.74117790083275	0.226172987036838	-0.660666681826115	Q13427	Peptidyl-prolyl cis-trans isomerase G	PPIG
-0.626800000667572	-0.561900019645691	-0.65530002117157	+	-0.626800000667572	0.00201542887548151	-22.2412412867248	2.69563252350045	0.013511105624571	-0.614666680494944	O15031	Plexin-B2	PLXNB2
-0.626550018787384	-0.733200013637543	-0.519900023937225	+	-0.626550018787384	0.00952033663409905	-10.1754947812955	2.02134769514782	0.0274674313777038	-0.626550018787384	Q13526	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	PIN1
-0.875100016593933	-0.625800013542175	-0.596000015735626	+	-0.625800013542175	0.0156510885420731	-7.89919382505816	1.80545545164	0.0364978253296599	-0.698966681957245	A0A0S2Z3H2	Cleft lip and palate associated transmembrane protein 1 isoform 2	CLPTM1
-0.633400022983551	-0.606400012969971	-0.625699996948242	+	-0.625699996948242	0.000166732742095261	-77.4346322321698	3.7779791073405	0.00482394560604417	-0.621833344300588	Q13619	Cullin-4A	CUL4A
-0.788500010967255	-0.6251500248909	-0.461800009012222	+	-0.625150009989738	0.0220101584752003	-6.62865976844073	1.65737683715044	0.045085607927547	-0.625150014956792	H0Y6D8	TATA-box-binding protein (Fragment)	TBP
-0.624499976634979	-0.821799993515015	-0.427199989557266		-0.62449999153614	0.0316977293976267	-5.4823401105832	1.4989718398942	0.0573786054093404	-0.624499986569087	A2A3S3	Muscleblind-like 2 (Drosophila), isoform CRA_a	MBNL2
-0.620400011539459	-0.626299977302551	-0.623349964618683	+	-0.623349994421005	7.46532903100071E-06	-365.993263211454	5.12695103232726	0.0012743317062518	-0.623349984486898	A0A024R152	HCG28765, isoform CRA_b	hCG_28765
-0.623099982738495	-0.788999974727631	-0.457199990749359	+	-0.623099982738495	0.0228237201472577	-6.50536998440023	1.64161356641543	0.046179482763264	-0.623099982738495	Q9UHN6-2	Isoform 2 of Cell surface hyaluronidase	TMEM2
-0.622550010681152	-0.6182000041008	-0.626900017261505	+	-0.622550010681153	1.62741937274454E-05	-247.881981057813	4.78850051848294	0.00189409422905124	-0.622550010681152	D6REX3	Protein transport protein Sec31A	SEC31A
-0.700600028038025	-0.621350049972534	-0.542100012302399	+	-0.621350020170212	0.00537885322311656	-13.5799330898975	2.26931032028042	0.0204472398822437	-0.621350030104319	H3BN55	Ras-related protein Rab-27A (Fragment)	RAB27A
-0.62610000371933	-0.620999991893768	-0.503199994564056	+	-0.620999991893768	0.00470089953090453	-14.5336307250077	2.32781903060353	0.0191819175275039	-0.583433330059052	B4E205	cDNA FLJ61651, highly similar to Protein transport protein Sec24A	NA
-0.631699979305267	-0.568099975585938	-0.620700001716614	+	-0.620700001716614	0.00104426758052558	-30.921015977886	2.98118820453693	0.0103210009304276	-0.606833318869273	O94874	E3 UFM1-protein ligase 1	UFL1
-0.602699995040894	-0.715300023555756	-0.620299994945526	+	-0.620299994945526	0.00291685160187451	-18.4752844414107	2.53508566554137	0.0156035645020337	-0.646100004514058	A0A024R482	GDP-mannose pyrophosphorylase A, isoform CRA_a	GMPPA
-0.911400020122528	-0.619499981403351	-0.618499994277954	+	-0.619499981403351	0.0180081077637421	-7.35085612644086	1.74453191910407	0.0396302191053144	-0.716466665267944	B4DZJ7	Transcription elongation factor SPT5	NA
-0.619099974632263	-0.560599982738495	-0.687300026416779	+	-0.619099974632263	0.00344291637434303	-16.9985969060368	2.46307352583316	0.0167437557007156	-0.622333327929179	A0A1U9X8F2	RING1	NA
-0.356200009584427	-0.618300020694733	-0.621299982070923		-0.618300020694733	0.026219785771058	-6.05357571691028	1.58137086103996	0.0506876266262114	-0.531933337450027	Q53FX3	Vacuolar protein sorting 11 (Yeast homolog) variant (Fragment)	NA
-0.617799997329712	-0.646000027656555	-0.213799998164177		-0.617799997329712	0.0717944444383212	-3.5280690532853	1.14390916201553	0.105406923438217	-0.492533341050148	A0A024RA49	Anillin, actin binding protein (Scraps homolog, Drosophila), isoform CRA_e	ANLN
-0.61489999294281	-0.905900001525879	-0.323900014162064		-0.614900007843971	0.0672148689573804	-3.65992466764262	1.17253463820445	0.100322747978285	-0.614900002876917	A8KA56	cDNA FLJ77678, highly similar to Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 23, mRNA	NA
-0.653400003910065	-0.613399982452393	-0.249699994921684		-0.613399982452393	0.0588953667281564	-3.93629710753485	1.22991886996852	0.0909119345739971	-0.505499993761381	E9PLI6	Probable RNA-binding protein EIF1AD (Fragment)	EIF1AD
-0.591300010681152	-0.613600015640259	-0.613399982452393	+	-0.613399982452393	0.000149040313957581	-81.9029551491856	3.82669624325745	0.00463755194670048	-0.606100002924601	Q2TAM5	RELA protein	RELA
-0.521499991416931	-0.705200016498566	-0.613350033760071	+	-0.613350003957749	0.00739237285453995	-11.5661755539259	2.13121615040076	0.0240969701898067	-0.613350013891856	A2RRC9	IQ motif containing GTPase activating protein 3	IQGAP3
-0.781300008296967	-0.613099992275238	-0.453799992799759	+	-0.613099992275238	0.0227546186378671	-6.51558716173038	1.64293043877247	0.0461125453281512	-0.616066664457321	Q13472-3	Isoform 3 of DNA topoisomerase 3-alpha	TOP3A
-0.390899986028671	-0.622300028800964	-0.612600028514862	+	-0.612600028514862	0.0188948869788912	-7.17141125065324	1.72365570150285	0.0408273064214445	-0.541933347781499	Q9NWT6	Hypoxia-inducible factor 1-alpha inhibitor	HIF1AN
-0.666700005531311	-0.515999972820282	-0.609899997711182	+	-0.609899997711182	0.00536416409256256	-13.5986646584907	2.27049794534651	0.0204262794433471	-0.597533325354258	Q66K74-2	Isoform 2 of Microtubule-associated protein 1S	MAP1S
-0.662699997425079	0.154400005936623	-0.60970002412796		-0.60970002412796	0.293512748479231	-1.41173869480881	0.532373042324589	0.341919641730206	-0.372666671872139	H0YC42	Uncharacterized protein	NA
-0.609399974346161	0.0540000014007092	-1.23819994926453		-0.609399974346161	0.25020698365899	-1.60255644737253	0.601700574425279	0.297287693290889	-0.597866640736659	P17535	Transcription factor jun-D	JUND
-0.749199986457825	-0.609399974346161	-0.466300010681152	+	-0.609399974346161	0.0175515819898113	-7.44844600556514	1.75568373284618	0.0390111334070204	-0.608299990495046	Q09472	Histone acetyltransferase p300	EP300
-0.773100018501282	-0.609099984169006	-0.517899990081787	+	-0.609099984169006	0.0136130104234554	-8.48307513500303	1.86604582294355	0.0337203594570497	-0.633366664250692	A0A024R5S5	Eukaryotic translation initiation factor 3 subunit J	EIF3S1
-0.728299975395203	-0.60860002040863	-0.526199996471405	+	-0.60860002040863	0.00880759864199458	-10.5849202628227	2.05514248434165	0.0263072585963039	-0.621033330758413	Q9Y3B2	Exosome complex component CSL4	EXOSC1
-0.638999998569489	-0.606899976730347	-0.446799993515015	+	-0.606899976730347	0.0109177084250503	-9.49194696354086	1.96186850880366	0.029368924909701	-0.564233322938283	O75607	Nucleoplasmin-3	NPM3
-0.482899993658066	-0.614600002765656	-0.606700003147125	+	-0.606700003147125	0.00558820423632513	-13.321027134936	2.25272772980588	0.0207521348023575	-0.568066666523615	Q9BTD8-4	Isoform 4 of RNA-binding protein 42	RBM42
-0.533599972724915	-0.606700003147125	-0.679799973964691	+	-0.606699973344803	0.00480426610080855	-14.3753101213789	2.3183729598433	0.0193874278183775	-0.60669998327891	Q59FQ8	Spinster variant (Fragment)	NA
-0.532299995422363	-0.606599986553192	-0.63239997625351	+	-0.606599986553192	0.00257268573745282	-19.6773854674731	2.58961326113859	0.0149373284143524	-0.590433319409688	P49005	DNA polymerase delta subunit 2	POLD2
-1.3811000585556	-0.401100009679794	-0.606400012969971		-0.606400012969971	0.116430641347251	-2.66827871033635	0.933932710361688	0.155798618814816	-0.796200027068456	I1W660	Dickkopf-like protein 1	DKK1
-0.469700008630753	-0.740400016307831	-0.605050027370453	+	-0.605050012469292	0.0162745499151636	-7.74272133724609	1.7884910202896	0.0373972223395438	-0.605050017436345	O75600	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	GCAT
-0.518499970436096	-0.60479998588562	-0.691100001335144	+	-0.60479998588562	0.0067186635463821	-12.1384022762259	2.17271710678738	0.0229222358538074	-0.60479998588562	P13674-3	Isoform 3 of Prolyl 4-hydroxylase subunit alpha-1	P4HA1
-0.659099996089935	-0.548200011253357	-0.603649973869324	+	-0.603650003671646	0.00280081072217608	-18.8557731164554	2.55271622542378	0.015509259177499	-0.603649993737539	O14757-2	Isoform 2 of Serine/threonine-protein kinase Chk1	CHEK1
-0.586499989032745	-0.63730001449585	-0.602199971675873	+	-0.602199971675873	0.000608144423846788	-40.5320416147558	3.21599327100465	0.0083270256537945	-0.608666658401489	Q9NZZ3	Charged multivesicular body protein 5	CHMP5
-0.0175000000745058	-0.645299971103668	-0.602100014686584		-0.602100014686584	0.172707321882031	-2.08264259546102	0.762689253267669	0.216932594847483	-0.421633328621586	Q9H211	DNA replication factor Cdt1	CDT1
-0.442999988794327	-0.676199972629547	-0.601999998092651	+	-0.601999998092651	0.0140716610567447	-8.34076486727726	1.85165463424981	0.0341363956781829	-0.573733319838842	Q9UPN6	Protein SCAF8	SCAF8
-0.543600022792816	-0.893400013446808	-0.60180002450943	+	-0.60180002450943	0.0244287332841189	-6.2802534973865	1.61209905214318	0.0482784808788649	-0.679600020249685	Q8N488	RING1 and YY1-binding protein	RYBP
-0.559000015258789	-0.667400002479553	-0.601400017738342	+	-0.601400017738342	0.00266887989556739	-19.3181182027721	2.57367096981299	0.0151859266057292	-0.609266678492228	Q9BS45	Thiopurine S-methyltransferase	TPMT
-0.418000012636185	-0.666899979114532	-0.597299993038177	+	-0.597299993038177	0.0170370036053078	-7.5630723385087	1.76860678469327	0.0384007462424041	-0.560733328262965	Q9Y6X9	MORC family CW-type zinc finger protein 2	MORC2
-0.58840000629425	-0.59689998626709	-0.628400027751923	+	-0.59689998626709	0.000404754538524568	-49.6903743134105	3.3928082727905	0.00735017018363168	-0.604566673437754	A0A0S2Z590	LSM1-like protein U6 small nuclear RNA associated isoform 1 (Fragment)	LSM1
-0.694999992847443	-0.498699992895126	-0.596849977970123	+	-0.596849992871284	0.00889415492652597	-10.532598190538	2.05089530292402	0.0264500395519932	-0.596849987904231	Q9NQS7-2	Isoform 2 of Inner centromere protein	INCENP
-0.596199989318848	-0.646399974822998	-0.534500002861023	+	-0.596199989318848	0.00297087972248999	-18.3057744565751	2.52711493046583	0.0156844072771092	-0.592366655667623	Q07812-5	Isoform Epsilon of Apoptosis regulator BAX	BAX
-0.153099998831749	-0.59469997882843	-1.03629994392395		-0.594699971377849	0.144891818667094	-2.33254218687403	0.838956139848948	0.187102050983031	-0.594699973861376	B7Z286	cDNA FLJ53508, highly similar to Homo sapiens SH3 multiple domains 1 (SH3MD1), mRNA	NA
-0.54040002822876	-0.6007000207901	-0.594200015068054	+	-0.594200015068054	0.00108958103853862	-30.2701871860213	2.96274046318621	0.0104940259982373	-0.578433354695638	B7SBB1	Peptidylprolyl isomerase	AIP
-0.562399983406067	-0.594149947166443	-0.625899970531464	+	-0.594149976968765	0.000950504806051135	-32.4125403488213	3.02204566836147	0.00993705601681332	-0.594149967034658	P18858	DNA ligase 1	LIG1
-0.633800029754639	-0.554400026798248	-0.594099998474121	+	-0.594100028276443	0.0014851568164769	-25.9196825047493	2.82822767263985	0.0119637675744402	-0.594100018342336	Q5JSB5	Transcription factor Dp-1 (Fragment)	TFDP1
-0.593200027942657	-0.482600003480911	-0.639100015163422	+	-0.593200027942657	0.0065373348618516	-12.3072813733331	2.18459926865194	0.0226200620430106	-0.57163334886233	Q13445	Transmembrane emp24 domain-containing protein 1	TMED1
-0.556500017642975	-0.592899978160858	-0.759899973869324	+	-0.592899978160858	0.00954301470144024	-10.1632222363924	2.020314407353	0.0275167670383605	-0.636433323224386	Q7RTP6	[F-actin]-monooxygenase MICAL3	MICAL3
-0.820500016212463	-0.438199996948242	-0.591600000858307		-0.591600000858307	0.0309364238022093	-5.55267614604048	1.50952989144267	0.0564997953953945	-0.616766671339671	Q2M1V9	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa	BTAF1
-0.499099999666214	-0.597699999809265	-0.591600000858307	+	-0.591600000858307	0.0031970514046922	-17.6433844506698	2.49525038074881	0.0162744535221871	-0.562800000111262	Q9UQD4	SH3-containing Grb-2-like 1 protein	NA
-0.451400011777878	-0.611800014972687	-0.591199994087219	+	-0.591199994087219	0.00824471211491629	-10.9449500848228	2.0838245043787	0.025431030180342	-0.551466673612595	P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1
-0.544700026512146	-0.590200006961823	-0.635699987411499	+	-0.590200006961823	0.00197521566951036	-22.4671832511227	2.7043854777774	0.0134365961826763	-0.590200006961823	A4D0W4	Aminoadipate-semialdehyde synthase	AASS
-0.814499974250793	-0.589800000190735	-0.550800025463104	+	-0.589800000190735	0.015530051925794	-7.93064927488821	1.80882709217574	0.0363978928658897	-0.651699999968211	P11388	DNA topoisomerase 2-alpha	TOP2A
-0.616500020027161	-0.587700009346008	-0.499799996614456	+	-0.587700009346008	0.0037967382974632	-16.1828588158137	2.42058933699407	0.0176274676528133	-0.568000008662542	Q9H6Z4-3	Isoform 3 of Ran-binding protein 3	RANBP3
-0.972800016403198	-0.200900003314018	-0.586849987506866		-0.586850009858608	0.118984715190823	-2.63364170556108	0.924508815593744	0.158512158986997	-0.586850002408028	Q9HBR0	Putative sodium-coupled neutral amino acid transporter 10	SLC38A10
-0.596499979496002	-0.583400011062622	-0.585300028324127	+	-0.585300028324127	4.8241822145687E-05	-143.970142523645	4.31657629678683	0.00262315642641317	-0.58840000629425	Q86UY0	TXNDC5 protein	TXNDC5
-0.497299998998642	-0.584800004959106	-0.633599996566772	+	-0.584800004959106	0.00482541264929305	-14.3435480892169	2.31646554168266	0.01944072350645	-0.57190000017484	P30837	Aldehyde dehydrogenase X, mitochondrial	ALDH1B1
-0.601999998092651	-0.581900000572205	-0.193499997258186		-0.581900000572205	0.0745823712901994	-3.4536013116884	1.12736381421388	0.108785613554508	-0.459133331974347	Q5TAL4	U1 small nuclear ribonucleoprotein C	SNRPC
-0.482899993658066	-0.774500012397766	-0.580900013446808	+	-0.580900013446808	0.0189923938795508	-7.1524436796612	1.72142029154793	0.0410206870759591	-0.612766673167547	Q969E4	Transcription elongation factor A protein-like 3	TCEAL3
-0.506399989128113	-0.654600024223328	-0.58050000667572	+	-0.58050000667572	0.00538753581949678	-13.5688969939911	2.26860982940048	0.0204518687399327	-0.58050000667572	A0A1U9XBE3	MDC1	NA
-0.414000004529953	-0.579800009727478	-0.637700021266937	+	-0.579800009727478	0.0148557535860761	-8.11281261202648	1.8281053128962	0.0353350274567017	-0.543833345174789	Q96C86	m7GpppX diphosphatase	DCPS
-0.65939998626709	-0.462000012397766	-0.579699993133545	+	-0.579699993133545	0.0100699811757823	-9.88977157511654	1.9969713415759	0.0282102700039331	-0.567033330599467	O43847	Nardilysin	NRDC
-0.643499970436096	-0.578249990940094	-0.513000011444092	+	-0.578249990940094	0.00421748946833207	-15.3495582913686	2.37494599324095	0.0184153096235552	-0.578249990940094	Q6FG59	CDC37 protein	CDC37
-0.582899987697601	-0.577700018882751	-0.534300029277802	+	-0.577700018882751	0.000742823005722281	-36.6703680879226	3.12911465433518	0.00909865446959103	-0.564966678619385	Q9NQT5	Exosome complex component RRP40	EXOSC3
-0.677900016307831	-0.577300012111664	-0.553300023078918	+	-0.577300012111664	0.00398463901520767	-15.7944534816403	2.3996110170112	0.0179308755681482	-0.602833350499471	Q9H3K6	BolA-like protein 2	BOLA2
-0.684300005435944	-0.491400003433228	-0.576900005340576	+	-0.576900005340576	0.00900174892183424	-10.468609472631	2.04567310481942	0.0266011949004579	-0.584200004736582	B2RBJ8	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	QRSL1
-0.742999970912933	-0.410299986600876	-0.576649963855743		-0.576649978756904	0.0266362416123271	-6.00413049886805	1.57452704717548	0.0511451801847407	-0.576649973789851	F6TX30	Ankyrin repeat and SOCS box protein 6	ASB6
-0.575549960136414	-0.67629998922348	-0.474799990653992	+	-0.575549989938736	0.0100602857994285	-9.89460875381464	1.99738966689098	0.0281985360135451	-0.575549980004629	B4DGW9	Hippocalcin-like protein 4	HPCAL4
-0.574699997901917	-0.609200000762939	-0.563199996948242	+	-0.574699997901917	0.000562777651162987	-42.1355056532432	3.24966315745143	0.00824164825502136	-0.582366665204366	Q86VS8	Protein Hook homolog 3	HOOK3
-0.455799996852875	-0.574000000953674	-0.745999991893768	+	-0.574000000953674	0.0196633092935436	-7.0257458048471	1.70634338950643	0.0418867749135337	-0.591933329900106	A0A024R9Y7	Melanoma antigen family D, 2, isoform CRA_a	MAGED2
-0.331499993801117	-0.573599994182587	-0.625599980354309		-0.573599994182587	0.0301245384102107	-5.63055731612085	1.52107959894337	0.0554920004304598	-0.510233322779338	A8MTY9	Down syndrome critical region protein 3	DSCR3
-0.572200000286102	-0.177300006151199	-0.777899980545044		-0.572200000286102	0.101829205642598	-2.88915010103563	0.9921276441297	0.139318023526056	-0.509133328994115	B3KXN9	cDNA FLJ45793 fis, clone NT2RI2009233	NA
-0.473800003528595	-0.570800006389618	-0.602199971675873	+	-0.570800006389618	0.00491957870206112	-14.2046003583742	2.30807208733092	0.0195843928508032	-0.548933327198029	P15735-2	Isoform 2 of Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	PHKG2
-0.57039999961853	-0.466600000858307	-0.674199998378754	+	-0.57039999961853	0.0108591330712595	-9.5179363369622	1.96420484524524	0.0293377743502426	-0.57039999961853	B3KP18	cDNA FLJ30946 fis, clone FEBRA2007622, highly similar to RAD50-interacting protein 1	NA
-0.570299983024597	-0.704999983310699	-0.532100021839142	+	-0.570299983024597	0.00749109373724162	-11.4888526386564	2.12545476858651	0.0242851573892137	-0.602466662724813	P33981-2	Isoform 2 of Dual specificity protein kinase TTK	TTK
0.0966999977827072	-1.23199999332428	-0.567650020122528		-0.567649997770786	0.277021008524042	-1.47994075959348	0.557487306887586	0.325297991847929	-0.567650005221367	O15078	Centrosomal protein of 290 kDa	CEP290
-0.567099988460541	-0.578400015830994	-0.555800020694733	+	-0.567100018262863	0.0001323213479833	-86.924447433047	3.87837006831329	0.00434370286384281	-0.567100008328756	Q9BZE2	tRNA pseudouridine(38/39) synthase	PUS3
-0.567099988460541	-0.56360000371933	-0.826300024986267	+	-0.567099988460541	0.0173217618714428	-7.49901434695641	1.76140793609893	0.0387208635818243	-0.652333339055379	E5KTM5	rRNA adenine N(6)-methyltransferase	TFB1M
-0.541299998760223	-0.592599987983704	-0.566950023174286	+	-0.566949993371964	0.000681584339893474	-38.2840701815042	3.16648041169622	0.00887805219650945	-0.566950003306071	B4DI28	cDNA FLJ55578, highly similar to Polypyrimidine tract-binding protein 2	NA
-0.603799998760223	-0.566600024700165	-0.467599987983704	+	-0.566600024700165	0.00549569609034775	-13.4336126547119	2.25997729160941	0.0206703032897328	-0.546000003814697	Q9Y3B8-3	Isoform 3 of Oligoribonuclease, mitochondrial	REXO2
-0.565150022506714	-0.427199989557266	-0.703100025653839	+	-0.565150007605552	0.019287967099582	-7.09582021749444	1.71471355084197	0.0414666993411221	-0.565150012572606	O43301	Heat shock 70 kDa protein 12A	HSPA12A
-0.393700003623962	-0.601599991321564	-0.565100014209747	+	-0.565100014209747	0.0148449564752418	-8.11582927965146	1.82842107139845	0.035325753768446	-0.520133336385091	V9HWN7	Fructose-bisphosphate aldolase	HEL-S-87p
-1.39660000801086	-0.564599990844727	-0.395000010728836		-0.564599990844727	0.126486319106675	-2.53766621365899	0.897956445896098	0.166727526344095	-0.785400003194809	Q92626	Peroxidasin homolog	PXDN
-0.650099992752075	-0.270700007677078	-0.564199984073639		-0.564199984073639	0.0498498511084064	-4.30964284905006	1.30233613462593	0.0804541719045376	-0.494999994834264	Q99933-4	Isoform 4 of BAG family molecular chaperone regulator 1	BAG1
-0.641700029373169	-0.563099980354309	-0.0375000014901161		-0.563099980354309	0.160684789730765	-2.18335636151624	0.794025232795489	0.20378187454137	-0.414100003739198	Q03405-3	Isoform 3 of Urokinase plasminogen activator surface receptor	PLAUR
-0.595399975776672	-0.562799990177155	-0.526099979877472	+	-0.562799990177155	0.00126872683106047	-28.0480311365613	2.89663187556799	0.0111871940883387	-0.5614333152771	Q96JB5	CDK5 regulatory subunit-associated protein 3	CDK5RAP3
